timestamp,value,label
2013-07-04 00:00:00,22.107,0
2013-07-04 00:05:00,21.703,0
2013-07-04 00:10:00,22.397,0
2013-07-04 00:15:00,22.53,0
2013-07-04 00:20:00,21.585,0
2013-07-04 00:25:00,21.878,0
2013-07-04 00:30:00,22.445,0
2013-07-04 00:35:00,22.356,0
2013-07-04 00:40:00,22.527,0
2013-07-04 00:45:00,22.3,0
2013-07-04 00:50:00,22.972,0
2013-07-04 00:55:00,23.002,0
2013-07-04 01:00:00,22.818,0
2013-07-04 01:05:00,23.254,0
2013-07-04 01:10:00,23.087,0
2013-07-04 01:15:00,22.686,0
2013-07-04 01:20:00,23.179,0
2013-07-04 01:25:00,22.777,0
2013-07-04 01:30:00,23.483,0
2013-07-04 01:35:00,23.219,0
2013-07-04 01:40:00,23.233,0
2013-07-04 01:45:00,23.12,0
2013-07-04 01:50:00,23.846,0
2013-07-04 01:55:00,23.423,0
2013-07-04 02:00:00,23.386,0
2013-07-04 02:05:00,23.471,0
2013-07-04 02:10:00,23.837,0
2013-07-04 02:15:00,23.835,0
2013-07-04 02:20:00,23.907,0
2013-07-04 02:25:00,23.968,0
2013-07-04 02:30:00,24.621,0
2013-07-04 02:35:00,23.782,0
2013-07-04 02:40:00,23.797,0
2013-07-04 02:45:00,23.743,0
2013-07-04 02:50:00,24.293,0
2013-07-04 02:55:00,24.522,0
2013-07-04 03:00:00,24.135,0
2013-07-04 03:05:00,23.929,0
2013-07-04 03:10:00,23.98,0
2013-07-04 03:15:00,24.542,0
2013-07-04 03:20:00,24.618,0
2013-07-04 03:25:00,24.591,0
2013-07-04 03:30:00,24.21,0
2013-07-04 03:35:00,24.565,0
2013-07-04 03:40:00,24.564,0
2013-07-04 03:45:00,24.639,0
2013-07-04 03:50:00,24.904,0
2013-07-04 03:55:00,24.714,0
2013-07-04 04:00:00,24.908,0
2013-07-04 04:05:00,24.727,0
2013-07-04 04:10:00,24.837,0
2013-07-04 04:15:00,24.988,0
2013-07-04 04:20:00,24.287,0
2013-07-04 04:25:00,24.714,0
2013-07-04 04:30:00,24.688,0
2013-07-04 04:35:00,24.655,0
2013-07-04 04:40:00,24.807,0
2013-07-04 04:45:00,25.45,0
2013-07-04 04:50:00,24.645,0
2013-07-04 04:55:00,25.308,0
2013-07-04 05:00:00,24.399,0
2013-07-04 05:05:00,24.888,0
2013-07-04 05:10:00,25.079,0
2013-07-04 05:15:00,25.242,0
2013-07-04 05:20:00,25.299,0
2013-07-04 05:25:00,25.34,0
2013-07-04 05:30:00,24.951,0
2013-07-04 05:35:00,24.921,0
2013-07-04 05:40:00,25.391,0
2013-07-04 05:45:00,25.03,0
2013-07-04 05:50:00,24.656,0
2013-07-04 05:55:00,24.709,0
2013-07-04 06:00:00,24.786,0
2013-07-04 06:05:00,25.283,0
2013-07-04 06:10:00,25.158,0
2013-07-04 06:15:00,25.348,0
2013-07-04 06:20:00,24.953,0
2013-07-04 06:25:00,25.153,0
2013-07-04 06:30:00,25.31,0
2013-07-04 06:35:00,24.975,0
2013-07-04 06:40:00,25.234,0
2013-07-04 06:45:00,24.832,0
2013-07-04 06:50:00,24.925,0
2013-07-04 06:55:00,24.905,0
2013-07-04 07:00:00,24.605,0
2013-07-04 07:05:00,25.178,0
2013-07-04 07:10:00,24.826,0
2013-07-04 07:15:00,24.976,0
2013-07-04 07:20:00,25.119,0
2013-07-04 07:25:00,25.086,0
2013-07-04 07:30:00,25.14,0
2013-07-04 07:35:00,24.848,0
2013-07-04 07:40:00,24.709,0
2013-07-04 07:45:00,24.802,0
2013-07-04 07:50:00,24.212,0
2013-07-04 07:55:00,24.266,0
2013-07-04 08:00:00,24.279,0
2013-07-04 08:05:00,24.361,0
2013-07-04 08:10:00,24.817,0
2013-07-04 08:15:00,24.326,0
2013-07-04 08:20:00,24.475,0
2013-07-04 08:25:00,25.026,0
2013-07-04 08:30:00,24.409,0
2013-07-04 08:35:00,24.752,0
2013-07-04 08:40:00,24.128,0
2013-07-04 08:45:00,24.341,0
2013-07-04 08:50:00,24.038,0
2013-07-04 08:55:00,24.209,0
2013-07-04 09:00:00,24.578,0
2013-07-04 09:05:00,23.634,0
2013-07-04 09:10:00,24.344,0
2013-07-04 09:15:00,24.228,0
2013-07-04 09:20:00,23.889,0
2013-07-04 09:25:00,23.541,0
2013-07-04 09:30:00,24.023,0
2013-07-04 09:35:00,23.761,0
2013-07-04 09:40:00,23.976,0
2013-07-04 09:45:00,23.85,0
2013-07-04 09:50:00,24.35,0
2013-07-04 09:55:00,23.651,0
2013-07-04 10:00:00,23.322,0
2013-07-04 10:05:00,23.687,0
2013-07-04 10:10:00,23.645,0
2013-07-04 10:15:00,23.987,0
2013-07-04 10:20:00,23.746,0
2013-07-04 10:25:00,23.521,0
2013-07-04 10:30:00,23.849,0
2013-07-04 10:35:00,22.862,0
2013-07-04 10:40:00,22.994,0
2013-07-04 10:45:00,22.834,0
2013-07-04 10:50:00,22.961,0
2013-07-04 10:55:00,22.554,0
2013-07-04 11:00:00,23.197,0
2013-07-04 11:05:00,22.835,0
2013-07-04 11:10:00,22.336,0
2013-07-04 11:15:00,22.433,0
2013-07-04 11:20:00,22.835,0
2013-07-04 11:25:00,22.955,0
2013-07-04 11:30:00,23.298,0
2013-07-04 11:35:00,23.555,0
2013-07-04 11:40:00,22.617,0
2013-07-04 11:45:00,22.062,0
2013-07-04 11:50:00,21.598,0
2013-07-04 11:55:00,22.374,0
2013-07-04 12:00:00,21.932,0
2013-07-04 12:05:00,22.007,0
2013-07-04 12:10:00,21.874,0
2013-07-04 12:15:00,21.975,0
2013-07-04 12:20:00,22.334,0
2013-07-04 12:25:00,21.952,0
2013-07-04 12:30:00,29.778,1
2013-07-04 12:35:00,13.408,1
2013-07-04 12:40:00,21.121,0
2013-07-04 12:45:00,21.474,0
2013-07-04 12:50:00,21.563,0
2013-07-04 12:55:00,22.138,0
2013-07-04 13:00:00,21.503,0
2013-07-04 13:05:00,21.74,0
2013-07-04 13:10:00,21.16,0
2013-07-04 13:15:00,20.86,0
2013-07-04 13:20:00,20.876,0
2013-07-04 13:25:00,20.901,0
2013-07-04 13:30:00,21.84,0
2013-07-04 13:35:00,20.749,0
2013-07-04 13:40:00,21.272,0
2013-07-04 13:45:00,20.605,0
2013-07-04 13:50:00,21.19,0
2013-07-04 13:55:00,20.943,0
2013-07-04 14:00:00,20.697,0
2013-07-04 14:05:00,20.683,0
2013-07-04 14:10:00,20.414,0
2013-07-04 14:15:00,20.746,0
2013-07-04 14:20:00,20.378,0
2013-07-04 14:25:00,20.057,0
2013-07-04 14:30:00,19.988,0
2013-07-04 14:35:00,20.445,0
2013-07-04 14:40:00,20.889,0
2013-07-04 14:45:00,20.344,0
2013-07-04 14:50:00,20.199,0
2013-07-04 14:55:00,20.294,0
2013-07-04 15:00:00,20.606,0
2013-07-04 15:05:00,20.181,0
2013-07-04 15:10:00,19.918,0
2013-07-04 15:15:00,20.406,0
2013-07-04 15:20:00,20.128,0
2013-07-04 15:25:00,20.476,0
2013-07-04 15:30:00,19.963,0
2013-07-04 15:35:00,19.433,0
2013-07-04 15:40:00,19.346,0
2013-07-04 15:45:00,20.367,0
2013-07-04 15:50:00,20.358,0
2013-07-04 15:55:00,19.659,0
2013-07-04 16:00:00,19.556,0
2013-07-04 16:05:00,20.171,0
2013-07-04 16:10:00,19.243,0
2013-07-04 16:15:00,19.289,0
2013-07-04 16:20:00,19.801,0
2013-07-04 16:25:00,19.412,0
2013-07-04 16:30:00,19.524,0
2013-07-04 16:35:00,19.446,0
2013-07-04 16:40:00,19.599,0
2013-07-04 16:45:00,19.954,0
2013-07-04 16:50:00,19.474,0
2013-07-04 16:55:00,19.65,0
2013-07-04 17:00:00,18.691,0
2013-07-04 17:05:00,19.377,0
2013-07-04 17:10:00,19.085,0
2013-07-04 17:15:00,18.942,0
2013-07-04 17:20:00,19.051,0
2013-07-04 17:25:00,19.232,0
2013-07-04 17:30:00,19.662,0
2013-07-04 17:35:00,18.87,0
2013-07-04 17:40:00,19.34,0
2013-07-04 17:45:00,19.157,0
2013-07-04 17:50:00,19.209,0
2013-07-04 17:55:00,19.675,0
2013-07-04 18:00:00,19.513,0
2013-07-04 18:05:00,19.795,0
2013-07-04 18:10:00,19.276,0
2013-07-04 18:15:00,19.092,0
2013-07-04 18:20:00,19.263,0
2013-07-04 18:25:00,19.435,0
2013-07-04 18:30:00,19.421,0
2013-07-04 18:35:00,18.99,0
2013-07-04 18:40:00,19.414,0
2013-07-04 18:45:00,19.475,0
2013-07-04 18:50:00,20.292,0
2013-07-04 18:55:00,20.084,0
2013-07-04 19:00:00,19.146,0
2013-07-04 19:05:00,19.363,0
2013-07-04 19:10:00,18.972,0
2013-07-04 19:15:00,19.299,0
2013-07-04 19:20:00,19.64,0
2013-07-04 19:25:00,19.976,0
2013-07-04 19:30:00,19.325,0
2013-07-04 19:35:00,19.378,0
2013-07-04 19:40:00,18.884,0
2013-07-04 19:45:00,19.608,0
2013-07-04 19:50:00,19.324,0
2013-07-04 19:55:00,19.543,0
2013-07-04 20:00:00,19.455,0
2013-07-04 20:05:00,19.764,0
2013-07-04 20:10:00,19.218,0
2013-07-04 20:15:00,19.357,0
2013-07-04 20:20:00,20.654,0
2013-07-04 20:25:00,19.498,0
2013-07-04 20:30:00,19.605,0
2013-07-04 20:35:00,20.674,0
2013-07-04 20:40:00,21.091,0
2013-07-04 20:45:00,19.708,0
2013-07-04 20:50:00,20.035,0
2013-07-04 20:55:00,20.329,0
2013-07-04 21:00:00,20.862,0
2013-07-04 21:05:00,19.96,0
2013-07-04 21:10:00,20.269,0
2013-07-04 21:15:00,20.677,0
2013-07-04 21:20:00,20.608,0
2013-07-04 21:25:00,20.376,0
2013-07-04 21:30:00,20.514,0
2013-07-04 21:35:00,20.134,0
2013-07-04 21:40:00,26.051,1
2013-07-04 21:45:00,25.694,1
2013-07-04 21:50:00,26.114,1
2013-07-04 21:55:00,26.525,1
2013-07-04 22:00:00,26.563,1
2013-07-04 22:05:00,27.014,1
2013-07-04 22:10:00,26.971,1
2013-07-04 22:15:00,26.472,1
2013-07-04 22:20:00,27.107,1
2013-07-04 22:25:00,26.923,1
2013-07-04 22:30:00,25.764,1
2013-07-04 22:35:00,27.796,1
2013-07-04 22:40:00,26.548,1
2013-07-04 22:45:00,26.685,1
2013-07-04 22:50:00,26.933,1
2013-07-04 22:55:00,26.596,1
2013-07-04 23:00:00,26.902,1
2013-07-04 23:05:00,26.649,1
2013-07-04 23:10:00,27.483,1
2013-07-04 23:15:00,27.797,1
2013-07-04 23:20:00,27.771,1
2013-07-04 23:25:00,27.045,1
2013-07-04 23:30:00,28.102,1
2013-07-04 23:35:00,28.127,1
2013-07-04 23:40:00,26.012,1
2013-07-04 23:45:00,27.348,1
2013-07-04 23:50:00,26.583,1
2013-07-04 23:55:00,27.905,1
2013-07-05 00:00:00,27.827,1
2013-07-05 00:05:00,28.59,1
2013-07-05 00:10:00,28.691,1
2013-07-05 00:15:00,28.308,1
2013-07-05 00:20:00,28.415,1
2013-07-05 00:25:00,27.659,1
2013-07-05 00:30:00,27.933,1
2013-07-05 00:35:00,28.46,1
2013-07-05 00:40:00,29.161,1
2013-07-05 00:45:00,28.066,1
2013-07-05 00:50:00,28.465,1
2013-07-05 00:55:00,29.183,1
2013-07-05 01:00:00,28.759,1
2013-07-05 01:05:00,28.839,1
2013-07-05 01:10:00,29.577,1
2013-07-05 01:15:00,28.865,1
2013-07-05 01:20:00,28.504,1
2013-07-05 01:25:00,28.161,1
2013-07-05 01:30:00,28.668,1
2013-07-05 01:35:00,29.95,1
2013-07-05 01:40:00,28.861,1
2013-07-05 01:45:00,30.16,1
2013-07-05 01:50:00,24.263,0
2013-07-05 01:55:00,24.064,0
2013-07-05 02:00:00,24.579,0
2013-07-05 02:05:00,24.18,0
2013-07-05 02:10:00,24.373,0
2013-07-05 02:15:00,24.036,0
2013-07-05 02:20:00,24.218,0
2013-07-05 02:25:00,24.006,0
2013-07-05 02:30:00,24.65,0
2013-07-05 02:35:00,23.944,0
2013-07-05 02:40:00,24.683,0
2013-07-05 02:45:00,24.393,0
2013-07-05 02:50:00,24.92,0
2013-07-05 02:55:00,24.822,0
2013-07-05 03:00:00,25.245,0
2013-07-05 03:05:00,24.911,0
2013-07-05 03:10:00,24.151,0
2013-07-05 03:15:00,24.723,0
2013-07-05 03:20:00,24.38,0
2013-07-05 03:25:00,24.652,0
2013-07-05 03:30:00,25.404,0
2013-07-05 03:35:00,25.139,0
2013-07-05 03:40:00,24.711,0
2013-07-05 03:45:00,24.64,0
2013-07-05 03:50:00,25.043,0
2013-07-05 03:55:00,24.642,0
2013-07-05 04:00:00,24.868,0
2013-07-05 04:05:00,25.245,0
2013-07-05 04:10:00,25.573,0
2013-07-05 04:15:00,25.413,0
2013-07-05 04:20:00,24.427,0
2013-07-05 04:25:00,25.364,0
2013-07-05 04:30:00,25.31,0
2013-07-05 04:35:00,25.456,0
2013-07-05 04:40:00,25.901,0
2013-07-05 04:45:00,24.637,0
2013-07-05 04:50:00,25.174,0
2013-07-05 04:55:00,25.608,0
2013-07-05 05:00:00,24.867,0
2013-07-05 05:05:00,25.955,0
2013-07-05 05:10:00,25.583,0
2013-07-05 05:15:00,25.766,0
2013-07-05 05:20:00,25.283,0
2013-07-05 05:25:00,25.78,0
2013-07-05 05:30:00,25.88,0
2013-07-05 05:35:00,25.597,0
2013-07-05 05:40:00,25.605,0
2013-07-05 05:45:00,25.624,0
2013-07-05 05:50:00,25.233,0
2013-07-05 05:55:00,25.487,0
2013-07-05 06:00:00,25.487,0
2013-07-05 06:05:00,25.676,0
2013-07-05 06:10:00,25.891,0
2013-07-05 06:15:00,25.168,0
2013-07-05 06:20:00,25.491,0
2013-07-05 06:25:00,26.049,0
2013-07-05 06:30:00,25.264,0
2013-07-05 06:35:00,25.228,0
2013-07-05 06:40:00,25.578,0
2013-07-05 06:45:00,25.792,0
2013-07-05 06:50:00,25.488,0
2013-07-05 06:55:00,25.936,0
2013-07-05 07:00:00,25.756,0
2013-07-05 07:05:00,25.735,0
2013-07-05 07:10:00,25.617,0
2013-07-05 07:15:00,26.219,0
2013-07-05 07:20:00,25.312,0
2013-07-05 07:25:00,24.661,0
2013-07-05 07:30:00,25.901,0
2013-07-05 07:35:00,25.155,0
2013-07-05 07:40:00,25.327,0
2013-07-05 07:45:00,25.721,0
2013-07-05 07:50:00,24.674,0
2013-07-05 07:55:00,24.767,0
2013-07-05 08:00:00,24.614,0
2013-07-05 08:05:00,24.865,0
2013-07-05 08:10:00,25.264,0
2013-07-05 08:15:00,25.259,0
2013-07-05 08:20:00,25.137,0
2013-07-05 08:25:00,24.509,0
2013-07-05 08:30:00,24.157,0
2013-07-05 08:35:00,24.946,0
2013-07-05 08:40:00,24.722,0
2013-07-05 08:45:00,25.006,0
2013-07-05 08:50:00,25.049,0
2013-07-05 08:55:00,24.809,0
2013-07-05 09:00:00,24.982,0
2013-07-05 09:05:00,24.751,0
2013-07-05 09:10:00,24.81,0
2013-07-05 09:15:00,24.331,0
2013-07-05 09:20:00,24.466,0
2013-07-05 09:25:00,24.549,0
2013-07-05 09:30:00,24.717,0
2013-07-05 09:35:00,24.241,0
2013-07-05 09:40:00,24.51,0
2013-07-05 09:45:00,24.182,0
2013-07-05 09:50:00,24.18,0
2013-07-05 09:55:00,24.458,0
2013-07-05 10:00:00,23.415,0
2013-07-05 10:05:00,23.603,0
2013-07-05 10:10:00,23.482,0
2013-07-05 10:15:00,23.127,0
2013-07-05 10:20:00,23.649,0
2013-07-05 10:25:00,24.091,0
2013-07-05 10:30:00,23.67,0
2013-07-05 10:35:00,23.78,0
2013-07-05 10:40:00,24.032,0
2013-07-05 10:45:00,24.055,0
2013-07-05 10:50:00,23.506,0
2013-07-05 10:55:00,23.942,0
2013-07-05 11:00:00,23.439,0
2013-07-05 11:05:00,23.052,0
2013-07-05 11:10:00,23.075,0
2013-07-05 11:15:00,22.702,0
2013-07-05 11:20:00,22.847,0
2013-07-05 11:25:00,22.969,0
2013-07-05 11:30:00,23.312,0
2013-07-05 11:35:00,23.57,0
2013-07-05 11:40:00,22.42,0
2013-07-05 11:45:00,22.978,0
2013-07-05 11:50:00,22.412,0
2013-07-05 11:55:00,22.879,0
2013-07-05 12:00:00,22.603,0
2013-07-05 12:05:00,21.944,0
2013-07-05 12:10:00,22.846,0
2013-07-05 12:15:00,22.245,0
2013-07-05 12:20:00,22.206,0
2013-07-05 12:25:00,21.955,0
2013-07-05 12:30:00,22.037,0
2013-07-05 12:35:00,22.353,0
2013-07-05 12:40:00,22.073,0
2013-07-05 12:45:00,22.192,0
2013-07-05 12:50:00,22.141,0
2013-07-05 12:55:00,22.414,0
2013-07-05 13:00:00,21.77,0
2013-07-05 13:05:00,21.312,0
2013-07-05 13:10:00,22.141,0
2013-07-05 13:15:00,21.591,0
2013-07-05 13:20:00,22.037,0
2013-07-05 13:25:00,21.721,0
2013-07-05 13:30:00,21.482,0
2013-07-05 13:35:00,21.591,0
2013-07-05 13:40:00,22.094,0
2013-07-05 13:45:00,22.08,0
2013-07-05 13:50:00,21.321,0
2013-07-05 13:55:00,21.296,0
2013-07-05 14:00:00,21.561,0
2013-07-05 14:05:00,20.834,0
2013-07-05 14:10:00,21.192,0
2013-07-05 14:15:00,21.013,0
2013-07-05 14:20:00,21.08,0
2013-07-05 14:25:00,20.627,0
2013-07-05 14:30:00,20.311,0
2013-07-05 14:35:00,20.092,0
2013-07-05 14:40:00,20.377,0
2013-07-05 14:45:00,20.56,0
2013-07-05 14:50:00,20.57,0
2013-07-05 14:55:00,21.305,0
2013-07-05 15:00:00,20.968,0
2013-07-05 15:05:00,20.2,0
2013-07-05 15:10:00,20.616,0
2013-07-05 15:15:00,20.309,0
2013-07-05 15:20:00,20.311,0
2013-07-05 15:25:00,20.435,0
2013-07-05 15:30:00,20.548,0
2013-07-05 15:35:00,20.175,0
2013-07-05 15:40:00,20.63,0
2013-07-05 15:45:00,19.822,0
2013-07-05 15:50:00,20.19,0
2013-07-05 15:55:00,21.064,0
2013-07-05 16:00:00,12.201,1
2013-07-05 16:05:00,20.594,0
2013-07-05 16:10:00,20.095,0
2013-07-05 16:15:00,20.238,0
2013-07-05 16:20:00,19.988,0
2013-07-05 16:25:00,19.923,0
2013-07-05 16:30:00,19.685,0
2013-07-05 16:35:00,20.086,0
2013-07-05 16:40:00,19.616,0
2013-07-05 16:45:00,20.126,0
2013-07-05 16:50:00,20.254,0
2013-07-05 16:55:00,19.985,0
2013-07-05 17:00:00,19.741,0
2013-07-05 17:05:00,19.985,0
2013-07-05 17:10:00,19.705,0
2013-07-05 17:15:00,20.128,0
2013-07-05 17:20:00,19.149,0
2013-07-05 17:25:00,19.664,0
2013-07-05 17:30:00,19.077,0
